player_name,team_abbreviation,age,player_height,player_weight,college,country
Shai Gilgeous-Alexander,OKC,21,195.58,81.64656,Kentucky,Canada
Shake Milton,PHI,23,195.58,92.98636,Southern Methodist,USA
Shamorie Ponds,TOR,22,182.88,79.3786,"St. John's, N.Y.",USA
Shaquille Harrison,CHI,26,200.66,86.18248,Tulsa,USA
Sindarius Thornwell,NOP,25,193.04,97.52228,South Carolina,USA
Skal Labissiere,ATL,24,208.28,106.59412,Kentucky,Haiti
Spencer Dinwiddie,BKN,27,195.58,97.52228,Colorado,USA
Thon Maker,DET,23,213.36,100.243832,None,South Sudan
Tim Frazier,DET,29,182.88,77.11064,Penn State,USA
Tim Hardaway Jr.,DAL,28,195.58,92.98636,Michigan,USA
Vincent Poirier,BOS,26,213.36,106.59412,None,France
Vlatko Cancar,DEN,23,203.2,107.047712,None,Slovenia
Wayne Ellington,NYK,32,193.04,93.893544,North Carolina,USA
Wendell Carter Jr.,CHI,21,205.74,122.46984,Duke,USA
Wenyen Gabriel,POR,23,205.74,92.98636,Kentucky,South Sudan
Wes Iwundu,ORL,25,198.12,88.45044,Kansas State,USA
Wesley Matthews,MIL,33,193.04,99.79024,Marquette,USA
Will Barton,DEN,29,195.58,82.100152,Memphis,USA
William Howard,HOU,26,203.2,93.893544,None,France
Willie Cauley-Stein,DAL,26,213.36,108.86208,Kentucky,USA
Willy Hernangomez,CHA,26,210.82,113.398,None,Spain
Wilson Chandler,BKN,33,203.2,106.59412,DePaul,USA
Yogi Ferrell,SAC,27,182.88,80.739376,Indiana,USA
Yuta Watanabe,MEM,25,203.2,97.52228,George Washington,Japan
Zach Collins,POR,22,210.82,113.398,Gonzaga,USA
Zach LaVine,CHI,25,198.12,90.7184,UCLA,USA
Zach Norvell Jr.,GSW,22,195.58,92.98636,Gonzaga,USA
Zhaire Smith,PHI,21,190.5,92.98636,Texas Tech,USA
Zion Williamson,NOP,19,198.12,128.820128,Duke,USA
Zylan Cheatham,NOP,24,195.58,99.79024,Arizona State,USA
Lonnie Walker IV,SAS,21,195.58,92.532768,Miami,USA
Vince Carter,ATL,43,198.12,99.79024,North Carolina,USA
Victor Oladipo,IND,28,193.04,96.615096,Indiana,USA
Vic Law,ORL,24,200.66,91.171992,Northwestern,USA
Udonis Haslem,MIA,40,203.2,106.59412,Florida,USA
Timothe Luwawu-Cabarrot,BKN,25,200.66,99.79024,None,France
Tobias Harris,PHI,27,203.2,102.511792,Tennessee,USA
Tomas Satoransky,CHI,28,200.66,95.25432,None,Czech Republic
Tony Bradley,UTA,22,208.28,112.490816,North Carolina,USA
Tony Snell,DET,28,198.12,96.615096,New Mexico,USA
Torrey Craig,DEN,29,200.66,100.243832,South Carolina Upstate,USA
Trae Young,ATL,21,185.42,81.64656,Oklahoma,USA
Tremont Waters,BOS,22,177.8,79.3786,Louisiana State,USA
Treveon Graham,ATL,26,195.58,99.336648,Va Commonwealth,USA
Trevor Ariza,POR,35,203.2,97.52228,UCLA,USA
Rodney McGruder,LAC,28,193.04,92.98636,Kansas State,USA
Trey Burke,DAL,27,182.88,83.91452,Michigan,USA
Tristan Thompson,CLE,29,205.74,115.212368,Texas-Austin,Canada
Troy Daniels,DEN,28,193.04,90.7184,Virginia Commonwealth,USA
Ty Jerome,PHX,22,195.58,88.45044,Virginia,USA
Tyler Cook,DEN,22,203.2,115.66596,Iowa,USA
Tyler Herro,MIA,20,195.58,88.45044,Kentucky,USA
Tyler Johnson,BKN,28,190.5,84.368112,Fresno State,USA
Tyler Zeller,SAS,30,210.82,113.398,North Carolina,USA
Tyrone Wallace,ATL,26,195.58,89.811216,California,USA
Tyson Chandler,HOU,37,213.36,106.59412,None,USA
Tyus Jones,MEM,24,182.88,88.904032,Duke,USA
Trey Lyles,SAS,24,205.74,106.140528,Kentucky,Canada
Rodney Hood,POR,27,203.2,94.347136,Duke,USA
Troy Brown Jr.,WAS,20,198.12,97.52228,Oregon,USA
Robin Lopez,MIL,32,213.36,127.459352,Stanford,USA
Marvin Williams,MIL,34,203.2,107.501304,North Carolina,USA
Mason Plumlee,DEN,30,210.82,115.212368,Duke,USA
Matisse Thybulle,PHI,23,195.58,91.171992,Washington,USA
Matt Mooney,CLE,23,187.96,90.264808,Texas Tech,USA
Matt Thomas,TOR,25,193.04,86.18248,Iowa State,USA
Matthew Dellavedova,CLE,29,190.5,90.7184,St.Mary's College of California,Australia
Maurice Harkless,NYK,27,200.66,99.79024,St. John's,USA
Max Strus,CHI,24,195.58,97.52228,DePaul,USA
Maxi Kleber,DAL,28,208.28,108.86208,None,Germany
Melvin Frazier Jr.,ORL,23,195.58,97.52228,Tulane,USA
Meyers Leonard,MIA,28,213.36,117.93392,Illinois,USA
Mfiondu Kabengele,LAC,22,205.74,113.398,Florida State,Canada
Michael Carter-Williams,ORL,28,195.58,86.18248,Syracuse,USA
Michael Frazier II,HOU,26,190.5,90.7184,Florida,USA
Michael Porter Jr.,DEN,22,208.28,98.883056,Missouri,USA
Mikal Bridges,PHX,23,198.12,94.800728,Villanova,USA
Mike Conley,UTA,32,185.42,79.3786,Ohio State,USA
Mike Muscala,OKC,28,208.28,108.86208,Bucknell,USA
Mike Scott,PHI,31,200.66,107.501304,Virginia,USA
Miles Bridges,CHA,22,198.12,102.0582,Michigan State,USA
Mitchell Robinson,NYK,22,213.36,108.86208,Western Kentucky,USA
Marvin Bagley III,SAC,21,210.82,106.59412,Duke,USA
Miye Oni,UTA,22,195.58,93.439952,Yale,USA
Marquese Chriss,GSW,22,205.74,108.86208,Washington,USA
Marko Guduric,MEM,25,198.12,91.171992,None,Serbia
Lou Williams,LAC,33,185.42,79.3786,None,USA
Rodions Kurucs,BKN,22,205.74,103.418976,None,Latvia
Louis King,DET,21,200.66,92.98636,Oregon,USA
Luc Mbah a Moute,HOU,33,203.2,104.32616,UCLA,Cameroon
Luguentz Dort,OKC,21,190.5,97.52228,Arizona State,Canada
Luka Doncic,DAL,21,200.66,104.32616,None,Slovenia
Luka Samanic,SAS,20,208.28,102.965384,None,Croatia
Luke Kennard,DET,24,195.58,93.439952,Duke,USA
Luke Kornet,CHI,24,218.44,113.398,Vanderbilt,USA
Malcolm Brogdon,IND,27,195.58,103.872568,Virginia,USA
Malcolm Miller,TOR,27,200.66,95.25432,Holy Cross,USA
Malik Beasley,MIN,23,193.04,84.821704,Florida State,USA
Malik Monk,CHA,22,190.5,90.7184,Kentucky,USA
Malik Newman,CLE,23,190.5,86.18248,Kansas,USA
Marc Gasol,TOR,35,210.82,115.66596,None,Spain
Marco Belinelli,SAS,34,195.58,99.79024,None,Italy
Marcus Morris Sr.,LAC,30,203.2,98.883056,Kansas,USA
Marcus Smart,BOS,26,190.5,99.79024,Oklahoma State,USA
Marial Shayok,PHI,24,195.58,89.811216,Iowa State,Canada
Markelle Fultz,ORL,22,190.5,94.800728,Washington,USA
Markieff Morris,LAL,30,203.2,111.13004,Kansas,USA
Marques Bolden,CLE,22,208.28,112.944408,Duke,USA
Mo Bamba,ORL,22,213.36,104.779752,Texas-Austin,USA
Mario Hezonja,POR,25,203.2,99.79024,None,Croatia
Montrezl Harrell,LAC,26,200.66,108.86208,Louisville,USA
PJ Dozier,DEN,23,198.12,92.98636,South Carolina,USA
Pascal Siakam,TOR,26,205.74,104.32616,New Mexico State,Cameroon
Pat Connaughton,MIL,27,195.58,94.800728,Notre Dame,USA
Patrick Beverley,LAC,31,185.42,81.64656,Arkansas,USA
Patrick McCaw,TOR,24,200.66,82.100152,UNLV,USA
Patrick Patterson,LAC,31,203.2,106.59412,Kentucky,USA
Patty Mills,SAS,31,185.42,81.64656,St.Mary's College of California,Australia
Paul George,LAC,30,203.2,99.79024,Fresno State,USA
Paul Millsap,DEN,35,200.66,116.573144,Louisiana Tech,USA
Paul Watson,TOR,25,198.12,95.25432,Fresno State,USA
P.J. Washington,CHA,21,200.66,104.32616,Kentucky,USA
Quinndary Weatherspoon,SAS,23,190.5,92.98636,Mississippi State,USA
Rajon Rondo,LAL,34,185.42,81.64656,Kentucky,USA
Raul Neto,PHI,28,185.42,81.64656,None,Brazil
Rayjon Tucker,UTA,22,190.5,94.800728,Arkansas-Little Rock,USA
Reggie Bullock,NYK,29,198.12,92.98636,North Carolina,USA
Reggie Jackson,LAC,30,190.5,94.347136,Boston College,USA
Richaun Holmes,SAC,26,208.28,106.59412,Bowling Green,USA
Ricky Rubio,PHX,29,190.5,86.18248,None,Spain
Monte Morris,DEN,25,187.96,83.007336,Iowa State,USA
Robert Williams III,BOS,22,203.2,107.501304,Texas A&M,USA
Robert Covington,HOU,29,200.66,94.800728,Tennessee State,USA
RJ Barrett,NYK,20,198.12,97.068688,Duke,Canada
P.J. Tucker,HOU,35,195.58,111.13004,Texas-Austin,USA
Quinn Cook,LAL,27,185.42,81.64656,Duke,USA
Oshae Brissett,TOR,22,200.66,95.25432,Syracuse,Canada
Moritz Wagner,WAS,23,210.82,111.13004,Michigan,Germany
Moses Brown,POR,20,218.44,111.13004,UCLA,USA
Mychal Mulder,GSW,26,190.5,83.460928,Kentucky,Canada
Otto Porter Jr.,CHI,27,203.2,89.811216,Georgetown,USA
Myles Turner,IND,24,210.82,113.398,Texas-Austin,USA
Nassir Little,POR,20,195.58,99.79024,North Carolina,USA
Naz Mitrou-Long,IND,26,190.5,98.883056,Iowa State,Canada
Naz Reid,MIN,20,205.74,119.748288,Louisiana State,USA
Nerlens Noel,OKC,26,208.28,99.79024,Kentucky,USA
Nickeil Alexander-Walker,NOP,21,195.58,92.98636,Virginia Tech,Canada
Nicolas Batum,CHA,31,205.74,104.32616,None,France
Nemanja Bjelica,SAC,32,208.28,106.140528,None,Serbia
Nicolo Melli,NOP,29,205.74,107.047712,None,Italy
Omari Spellman,MIN,22,203.2,111.13004,Villanova,USA
Nigel Williams-Goss,UTA,25,187.96,86.18248,Gonzaga,USA
OG Anunoby,TOR,22,200.66,105.233344,Indiana,United Kingdom
Nikola Jokic,DEN,25,213.36,128.820128,None,Serbia
Nikola Vucevic,ORL,29,210.82,117.93392,Southern California,Montenegro
Noah Vonleh,DEN,24,208.28,116.573144,Indiana,USA
Norvel Pelle,PHI,27,208.28,104.779752,Iona,USA
Nicolas Claxton,BKN,21,210.82,97.52228,Georgia,USA
Norman Powell,TOR,27,190.5,97.52228,UCLA,USA
Freddie Gillespie,TOR,24,205.74,111.13004,Baylor,USA
Gary Trent Jr.,TOR,22,195.58,94.800728,Duke,USA
Gary Payton II,GSW,28,190.5,88.45044,Oregon State,USA
Gary Harris,ORL,26,193.04,95.25432,Michigan State,USA
Gary Clark,PHI,26,198.12,102.0582,Cincinnati,USA
Gabriel Deck,OKC,26,198.12,104.779752,None,Argentina
Garrett Temple,CHI,35,195.58,88.45044,Louisiana State,USA
Gabe Vincent,MIA,25,190.5,90.7184,California-Santa Barbara,USA
Frank Ntilikina,NYK,22,193.04,90.7184,None,France
George Hill,PHI,35,193.04,85.275296,Indiana-Purdue Indianapolis,USA
Furkan Korkmaz,PHI,23,200.66,91.625584,None,Turkey
Fred VanVleet,TOR,27,185.42,89.357624,Wichita State,USA
Garrison Mathews,WAS,24,195.58,97.52228,Lipscomb,USA
Georges Niang,UTA,28,200.66,104.32616,Iowa State,USA
Grayson Allen,MEM,25,193.04,89.811216,Duke,USA
Glenn Robinson III,SAC,27,198.12,100.697424,Michigan,USA
Goga Bitadze,IND,21,210.82,113.398,None,Georgia
Goran Dragic,MIA,35,190.5,86.18248,None,Slovenia
Gordon Hayward,CHA,31,200.66,102.0582,Butler,USA
Gorgui Dieng,SAS,31,208.28,114.305184,Louisville,Senegal
Grant Riller,CHA,24,187.96,86.18248,College of Charleston,USA
Grant Williams,BOS,22,198.12,107.047712,Tennessee,USA
Greg Whittington,DEN,28,203.2,95.25432,Georgetown,USA
Hamidou Diallo,DET,22,195.58,91.625584,Kentucky,USA
Harrison Barnes,SAC,29,203.2,102.0582,North Carolina,USA
Henry Ellenson,TOR,24,208.28,108.86208,Marquette,USA
Frank Mason,ORL,27,180.34,86.18248,Kansas,USA
Hassan Whiteside,SAC,32,213.36,120.20188,Marshall,USA
Harry Giles III,POR,23,210.82,108.86208,Duke,USA
Giannis Antetokounmpo,MIL,26,210.82,109.769264,None,Greece
Frank Kaminsky,PHX,28,213.36,108.86208,Wisconsin,USA
Dorian Finney-Smith,DAL,28,200.66,99.79024,Florida,USA
Facundo Campazzo,DEN,30,177.8,88.45044,None,Argentina
Devontae Cacok,LAL,24,200.66,108.86208,North Carolina-Wilmington,USA
Devonte' Graham,CHA,26,185.42,88.45044,Kansas,USA
Ignas Brazdeikis,ORL,22,198.12,100.243832,Michigan,Canada
Dewayne Dedmon,MIA,31,213.36,111.13004,Southern California,USA
Didi Louzada,NOP,21,195.58,85.275296,None,Brazil
Dillon Brooks,MEM,25,200.66,102.0582,Oregon,Canada
Domantas Sabonis,IND,25,210.82,108.86208,Gonzaga,Lithuania
Donovan Mitchell,UTA,24,185.42,97.52228,Louisville,USA
Donta Hall,ORL,23,208.28,104.32616,Alabama,USA
Donte DiVincenzo,MIL,24,193.04,92.079176,Villanova,USA
Doug McDermott,IND,29,200.66,102.0582,Creighton,USA
Draymond Green,GSW,31,198.12,104.32616,Michigan State,USA
Drew Eubanks,SAS,24,205.74,111.13004,Oregon State,USA
Duncan Robinson,MIA,27,200.66,97.52228,Michigan,USA
Frank Jackson,DET,23,190.5,92.98636,Duke,USA
Dwayne Bacon,ORL,25,198.12,100.243832,Florida State,USA
Dwight Powell,DAL,29,208.28,108.86208,Stanford,Canada
Dylan Windler,CLE,24,198.12,88.904032,Belmont,USA
E'Twaun Moore,PHX,32,190.5,86.636072,Purdue,USA
Ed Davis,MIN,32,205.74,98.883056,North Carolina,USA
Edmond Sumner,IND,25,193.04,88.904032,Xavier,USA
Elfrid Payton,NYK,27,190.5,88.45044,Louisana-Lafayette,USA
Elijah Bryant,MIL,26,195.58,95.25432,Brigham Young,USA
Elijah Hughes,UTA,23,195.58,97.52228,Syracuse,USA
Enes Kanter,POR,29,208.28,113.398,None,Turkey
Eric Bledsoe,NOP,31,185.42,97.068688,Kentucky,USA
Eric Gordon,HOU,32,190.5,97.52228,Indiana,USA
Eric Paschall,GSW,24,198.12,115.66596,Villanova,USA
Ersan Ilyasova,UTA,34,205.74,106.59412,None,Turkey
Evan Fournier,BOS,28,200.66,92.98636,None,France
Dwight Howard,PHI,35,208.28,120.20188,None,USA
Iman Shumpert,BKN,31,195.58,96.161504,Georgia Tech,USA
Jayson Tatum,BOS,23,203.2,95.25432,Duke,USA
Isaac Bonga,WAS,21,203.2,81.64656,None,Germany
Jaren Jackson Jr.,MEM,21,210.82,109.769264,Michigan State,USA
Jarred Vanderbilt,MIN,22,205.74,97.068688,Kentucky,USA
Jarrell Brantley,UTA,25,195.58,113.398,College of Charleston,USA
Jarrett Allen,CLE,23,210.82,110.222856,Texas-Austin,USA
Jarrett Culver,MIN,22,198.12,88.45044,Texas Tech,USA
Javonte Green,CHI,27,193.04,92.98636,Radford,USA
Jaxson Hayes,NOP,21,210.82,99.79024,Texas-Austin,USA
Jay Scrubb,LAC,20,195.58,99.79024,                                   ,USA
Jaylen Adams,MIL,25,182.88,102.0582,St. Bonaventure,USA
Jaylen Brown,BOS,24,198.12,101.151016,California,USA
Jaylen Hoard,OKC,22,203.2,97.975872,Wake Forest,France
Jaylen Nowell,MIN,21,193.04,91.171992,Washington,USA
Jeff Green,BKN,34,203.2,106.59412,Georgetown,USA
Jeff Teague,MIL,33,190.5,88.45044,Wake Forest,USA
Jared Harper,NYK,23,177.8,79.3786,Auburn,USA
Jerami Grant,DET,27,203.2,95.25432,Syracuse,USA
Jeremy Lamb,IND,29,195.58,81.64656,Connecticut,USA
Jerome Robinson,WAS,24,193.04,86.18248,Boston College,USA
Jevon Carter,PHX,25,185.42,90.7184,West Virginia,USA
Jimmy Butler,MIA,31,200.66,104.32616,Marquette,USA
Joe Harris,BKN,29,198.12,99.79024,Virginia,USA
Joe Ingles,UTA,33,203.2,99.79024,None,Australia
Joel Embiid,PHI,27,213.36,127.00576,Kansas,Cameroon
John Collins,ATL,23,205.74,106.59412,Wake Forest,USA
John Konchar,MEM,25,195.58,95.25432,Indiana-Purdue Fort Wayne,USA
John Wall,HOU,30,190.5,95.25432,Kentucky,USA
Jonas Valanciunas,MEM,29,210.82,120.20188,None,Lithuania
Jontay Porter,MEM,21,210.82,108.86208,Missouri,USA
Devon Dotson,CHI,21,187.96,83.91452,Kansas,USA
Jordan Bell,GSW,26,203.2,97.975872,Oregon,USA
Jeremiah Martin,CLE,25,187.96,83.91452,Memphis,USA
Immanuel Quickley,NYK,22,190.5,86.18248,Kentucky,USA
Jared Dudley,LAL,35,198.12,107.501304,Boston College,USA
James Nunnally,NOP,30,200.66,92.98636,California-Santa Barbara,USA
Isaac Okoro,CLE,20,195.58,102.0582,Auburn,USA
Isaiah Hartenstein,CLE,23,213.36,113.398,None,Germany
Isaiah Joe,PHI,21,193.04,74.84268,Arkansas,USA
Isaiah Roby,OKC,23,203.2,104.32616,Nebraska-Lincoln,USA
Isaiah Stewart,DET,20,203.2,113.398,Washington,USA
Isaiah Thomas,NOP,32,175.26,83.91452,Washington,USA
Ish Smith,WAS,32,182.88,79.3786,Wake Forest,USA
Ivica Zubac,LAC,24,213.36,108.86208,None,Croatia
JJ Redick,DAL,37,190.5,90.7184,Duke,USA
Ja Morant,MEM,21,190.5,78.925008,Murray State,USA
JaKarr Sampson,IND,28,200.66,97.068688,St. John's,USA
JaMychal Green,DEN,31,203.2,102.965384,Alabama,USA
JaVale McGee,DEN,33,213.36,122.46984,Nevada-Reno,USA
Jabari Parker,BOS,26,203.2,111.13004,Duke,USA
James Wiseman,GSW,20,213.36,108.86208,Memphis,USA
Jaden McDaniels,MIN,20,205.74,83.91452,Washington,USA
Jae'Sean Tate,HOU,25,193.04,104.32616,Ohio State,USA
Jahlil Okafor,DET,25,208.28,122.46984,Duke,USA
Jahmi'us Ramsey,SAC,20,190.5,86.18248,Texas Tech,USA
Jake Layman,MIN,27,203.2,94.800728,Maryland,USA
Jakob Poeltl,SAS,25,215.9,111.13004,Utah,Austria
Jalen Brunson,DAL,24,185.42,86.18248,Villanova,USA
Jalen Harris,TOR,22,195.58,88.45044,Nevada,USA
Jalen Lecque,IND,21,193.04,83.91452,None,USA
Jalen McDaniels,CHA,23,205.74,92.98636,San Diego State,USA
Jalen Smith,PHX,21,208.28,97.52228,Maryland,USA
Jamal Murray,DEN,24,190.5,97.52228,Kentucky,Canada
James Ennis III,ORL,30,198.12,97.52228,California State-Long Beach,USA
James Harden,BKN,31,195.58,99.79024,Arizona State,USA
James Johnson,NOP,34,200.66,108.86208,Wake Forest,USA
Jae Crowder,PHX,30,198.12,106.59412,Marquette,USA
Devin Vassell,SAS,20,195.58,90.7184,Florida State,USA
Bam Adebayo,MIA,23,205.74,115.66596,Kentucky,USA
Devin Booker,PHX,24,195.58,93.439952,Kentucky,USA
Axel Toupane,MIL,28,200.66,95.25432,None,France
Jordan Bone,ORL,23,187.96,81.64656,Tennessee,USA
Ben McLemore,LAL,28,190.5,88.45044,Kansas,USA
Ben Simmons,PHI,24,210.82,108.86208,Louisiana State,Australia
Bismack Biyombo,CHA,28,203.2,115.66596,None,DRC
Blake Griffin,BKN,32,205.74,113.398,Oklahoma,USA
Boban Marjanovic,DAL,32,223.52,131.54168,None,Serbia
Bobby Portis,MIL,26,208.28,113.398,Arkansas,USA
Bogdan Bogdanovic,ATL,28,198.12,99.79024,None,Serbia
Bojan Bogdanovic,UTA,32,200.66,102.511792,None,Croatia
Bol Bol,DEN,21,218.44,99.79024,Oregon,Sudan
Brad Wanamaker,CHA,31,190.5,95.25432,Pittsburgh,USA
Bradley Beal,WAS,28,190.5,93.893544,Florida,USA
Brandon Clarke,MEM,24,203.2,97.52228,Gonzaga,Canada
Avery Bradley,HOU,30,190.5,81.64656,Texas-Austin,USA
Brandon Goodwin,ATL,25,182.88,81.64656,Florida Gulf Coast,USA
Brian Bowen II,IND,22,198.12,86.18248,None,USA
Brodric Thomas,CLE,24,195.58,83.91452,Truman State,USA
Brook Lopez,MIL,33,213.36,127.912944,Stanford,USA
Bruce Brown,BKN,24,193.04,91.625584,Miami,USA
Bruno Caboclo,HOU,25,205.74,98.883056,None,Brazil
Bruno Fernando,ATL,22,205.74,108.86208,Maryland,Angola
Bryn Forbes,MIL,27,187.96,92.98636,Michigan State,USA
Buddy Hield,SAC,28,193.04,99.79024,Oklahoma,Bahamas
CJ Elleby,POR,21,198.12,90.7184,Washington State,USA
CJ McCollum,POR,29,190.5,86.18248,Lehigh,USA
Caleb Martin,CHA,25,195.58,92.98636,Nevada-Reno,USA
Cam Reddish,ATL,21,203.2,98.883056,Duke,USA
Cameron Johnson,PHX,25,203.2,95.25432,North Carolina,USA
Cameron Oliver,HOU,24,203.2,102.0582,Nevada,USA
Brandon Ingram,NOP,23,203.2,86.18248,Duke,USA
Cameron Payne,PHX,26,185.42,83.007336,Murray State,USA
Austin Rivers,DEN,28,193.04,90.7184,Duke,USA
Aron Baynes,TOR,34,208.28,117.93392,Washington State,Australia
Zion Williamson,NOP,20,200.66,128.820128,Duke,USA
Aaron Gordon,DEN,25,203.2,106.59412,Arizona,USA
Aaron Holiday,IND,24,182.88,83.91452,UCLA,USA
Aaron Nesmith,BOS,21,195.58,97.52228,Vanderbilt,USA
Abdel Nader,PHX,27,195.58,102.0582,Iowa State,Egypt
Adam Mokoka,CHI,22,193.04,86.18248,None,France
Al Horford,BOS,35,205.74,108.86208,Florida,Dominican Republic
Al-Farouq Aminu,CHI,30,203.2,99.79024,Wake Forest,USA
Alec Burks,NYK,29,198.12,97.068688,Colorado,USA
Aleksej Pokusevski,OKC,19,213.36,86.18248,None,Serbia
Alen Smailagic,GSW,20,208.28,97.52228,None,Serbia
Alex Caruso,LAL,27,193.04,84.368112,Texas A&M,USA
Alex Len,WAS,28,213.36,113.398,Maryland,Ukraine
Alfonzo McKinnie,LAL,28,200.66,97.52228,Wisconsin-Green Bay,USA
Ashton Hagans,MIN,21,190.5,86.18248,Kentucky,USA
Alize Johnson,BKN,25,200.66,96.161504,Missouri State,USA
Amir Coffey,LAC,24,200.66,95.25432,Minnesota,USA
Anderson Varejao,CLE,38,210.82,117.93392,None,Brazil
Andre Drummond,LAL,27,208.28,126.552168,Connecticut,USA
Andre Iguodala,MIA,37,198.12,97.52228,Arizona,USA
Andre Roberson,BKN,29,200.66,95.25432,Colorado,USA
Andrew Wiggins,GSW,26,200.66,89.357624,Kansas,Canada
Anfernee Simons,POR,22,190.5,82.100152,None,USA
Anthony Davis,LAL,28,208.28,114.758776,Kentucky,USA
Anthony Edwards,MIN,19,193.04,102.0582,Georgia,USA
Anthony Gill,WAS,28,200.66,104.32616,Virginia,USA
Anthony Lamb,HOU,23,198.12,102.965384,Vermont,USA
Anthony Tolliver,PHI,36,203.2,108.86208,Creighton,USA
Anzejs Pasecniks,WAS,25,215.9,103.872568,None,Latvia
Armoni Brooks,HOU,23,190.5,88.45044,Houston,USA
Amida Brimah,IND,27,208.28,104.32616,Connecticut,USA
Cameron Reynolds,HOU,26,200.66,102.0582,Tulane,USA
Caris LeVert,IND,26,198.12,92.98636,Michigan,USA
Carmelo Anthony,POR,37,200.66,107.954896,Syracuse,USA
Danny Green,PHI,34,198.12,97.52228,North Carolina,USA
Dante Exum,HOU,25,195.58,97.068688,None,Australia
Danuel House Jr.,HOU,28,198.12,99.79024,Texas A&M,USA
Dario Saric,PHX,27,208.28,102.0582,None,Croatia
Darius Bazley,OKC,21,203.2,94.347136,None,USA
Darius Garland,CLE,21,185.42,87.089664,Vanderbilt,USA
Darius Miller,OKC,31,198.12,102.0582,Kentucky,USA
David Nwaba,HOU,28,195.58,99.336648,Cal Poly,USA
Davis Bertans,WAS,28,208.28,102.0582,None,Latvia
De'Aaron Fox,SAC,23,190.5,83.91452,Kentucky,USA
De'Andre Hunter,ATL,23,203.2,102.0582,Virginia,USA
De'Anthony Melton,MEM,23,187.96,90.7184,Southern California,USA
DeAndre Jordan,BKN,32,210.82,120.20188,Texas A&M,USA
DeAndre' Bembry,TOR,26,195.58,95.25432,St. Joseph's (PA),USA
Danilo Gallinari,ATL,32,208.28,105.686936,None,Italy
DeMar DeRozan,SAS,31,198.12,99.79024,Southern California,USA
Dean Wade,CLE,24,205.74,103.418976,Kansas State,USA
Deandre Ayton,PHX,22,210.82,113.398,Arizona,Bahamas
Deividas Sirvydis,DET,21,203.2,86.18248,None,Lithuania
Dejounte Murray,SAS,24,193.04,81.64656,Washington,USA
Delon Wright,SAC,29,195.58,83.91452,Utah,USA
Deni Avdija,WAS,20,205.74,95.25432,None,Israel
Dennis Schroder,LAL,27,190.5,78.017824,None,Germany
Dennis Smith Jr.,DET,23,187.96,92.98636,North Carolina State,USA
Denzel Valentine,CHI,27,193.04,99.79024,Michigan State,USA
Derrick Favors,UTA,29,205.74,120.20188,Georgia Tech,USA
Derrick Jones Jr.,POR,24,195.58,95.25432,UNLV,USA
Derrick Rose,NYK,32,187.96,90.7184,Memphis,USA
Derrick White,SAS,26,193.04,86.18248,Colorado,USA
Desmond Bane,MEM,23,195.58,97.52228,TCU,USA
DeMarcus Cousins,LAC,30,208.28,122.46984,Kentucky,USA
Daniel Theis,CHI,29,203.2,111.13004,None,Germany
Daniel Oturu,LAC,21,203.2,108.86208,Minnesota,USA
Daniel Gafford,WAS,22,208.28,106.140528,Arkansas,USA
Carsen Edwards,BOS,23,180.34,90.7184,Purdue,USA
Cassius Stanley,IND,21,195.58,86.18248,Duke,USA
Cassius Winston,WAS,23,185.42,83.91452,Michigan State,USA
Cedi Osman,CLE,26,200.66,104.32616,None,Turkey
Chandler Hutchison,WAS,25,198.12,95.25432,Boise State,USA
Charlie Brown Jr.,OKC,24,198.12,90.264808,St. Joseph's (PA),USA
Chasson Randle,ORL,28,187.96,83.91452,Stanford,USA
Chimezie Metu,SAC,24,205.74,102.0582,Southern California,USA
Chris Boucher,TOR,28,205.74,90.7184,Oregon,Saint Lucia
Chris Chiozza,BKN,25,180.34,79.3786,Florida,USA
Chris Paul,PHX,36,182.88,79.3786,Wake Forest,USA
Chris Silva,SAC,24,203.2,106.140528,South Carolina,Gabon
Christian Wood,HOU,25,208.28,97.068688,UNLV,USA
Chuma Okeke,ORL,22,198.12,103.872568,Auburn,USA
Clint Capela,ATL,27,208.28,108.86208,None,Switzerland
Coby White,CHI,21,195.58,88.45044,North Carolina,USA
Cody Martin,CHA,25,195.58,92.98636,Nevada-Reno,USA
Damyean Dotson,CLE,27,195.58,95.25432,Houston,USA
Damion Lee,GSW,28,195.58,95.25432,Drexel,USA
Damian Lillard,POR,30,187.96,88.45044,Weber State,USA
Damian Jones,SAC,26,210.82,111.13004,Vanderbilt,USA
Dakota Mathias,PHI,25,193.04,90.7184,Purdue,USA
DaQuan Jeffries,SAS,23,195.58,104.32616,Tulsa,USA
Devin Cannady,ORL,25,187.96,83.007336,Princeton,USA
D.J. Wilson,HOU,25,208.28,104.779752,Michigan,USA
D'Angelo Russell,MIN,25,193.04,87.543256,Ohio State,USA
Cristiano Felicio,CHI,28,210.82,122.46984,None,Brazil
Cory Joseph,DET,29,190.5,90.7184,University of Texas at Austin,Canada
Collin Sexton,CLE,22,185.42,86.18248,Alabama,USA
Cole Anthony,ORL,21,187.96,83.91452,North Carolina,USA
Cody Zeller,CHA,28,210.82,108.86208,Indiana,USA
D.J. Augustin,HOU,33,180.34,83.007336,Texas-Austin,USA
Jordan Clarkson,UTA,29,193.04,87.996848,Missouri,USA
Marcus Smart,BOS,27,190.5,99.79024,Oklahoma State,USA
Jordan Nwora,MIL,22,203.2,102.0582,Louisville,USA
